Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
7224|M12580.1 Drosophila hydei Y chromosome lampbrush loop transcribed repeats,1186,0,861,30.43,33.57,90.66,297.92,2.19,1184.95,1e-26,7214,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,,
"77133|KP091091.1 Uncultured bacterium clone BAC_OTU_113 16S ribosomal RNA gene, partial sequence",2652,0,1534,98.57,98.76,99.8,101.25,8.72,2650.12,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091096.1 Uncultured bacterium clone BAC_OTU_119 16S ribosomal RNA gene, partial sequence",1202,0,1494,40.23,40.43,99.5,247.35,4.18,1200.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091098.1 Uncultured bacterium clone BAC_OTU_120 16S ribosomal RNA gene, partial sequence",4838,0,1500,88.33,89.07,99.18,112.28,15.61,4836.16,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091111.1 Uncultured bacterium clone BAC_OTU_134 16S ribosomal RNA gene, partial sequence",516,0,824,87.86,89.81,97.84,111.35,3.59,514.99,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KP091123.1 Uncultured bacterium clone BAC_OTU_147 16S ribosomal RNA gene, partial sequence",976,0,1497,64.53,65.13,99.08,153.54,2.76,974.17,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091124.1 Uncultured bacterium clone BAC_OTU_148 16S ribosomal RNA gene, partial sequence",2062,0,1501,84.21,84.74,99.37,118.0,6.33,2060.16,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091125.1 Uncultured bacterium clone BAC_OTU_149 16S ribosomal RNA gene, partial sequence",1006,0,1520,88.82,89.61,99.12,111.6,3.18,1004.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091136.1 Uncultured bacterium clone BAC_OTU_16 16S ribosomal RNA gene, partial sequence",1924,0,1484,95.69,95.82,99.86,104.36,5.92,1922.18,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091139.1 Uncultured bacterium clone BAC_OTU_162 16S ribosomal RNA gene, partial sequence",5080,0,1505,96.94,97.28,99.66,102.8,16.35,5078.16,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091145.1 Uncultured bacterium clone BAC_OTU_169 16S ribosomal RNA gene, partial sequence",1482,0,1480,75.68,76.76,98.59,130.28,4.89,1480.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091150.1 Uncultured bacterium clone BAC_OTU_173 16S ribosomal RNA gene, partial sequence",3724,0,1522,84.49,84.63,99.84,118.17,11.07,3722.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091153.1 Uncultured bacterium clone BAC_OTU_176 16S ribosomal RNA gene, partial sequence",946,0,1483,75.12,75.66,99.29,132.17,3.03,944.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091154.1 Uncultured bacterium clone BAC_OTU_177 16S ribosomal RNA gene, partial sequence",11366,0,1485,95.29,95.42,99.86,104.8,32.36,11364.18,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091159.1 Uncultured bacterium clone BAC_OTU_181 16S ribosomal RNA gene, partial sequence",826,0,1459,80.05,80.95,98.9,123.54,2.75,824.22,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091176.1 Uncultured bacterium clone BAC_OTU_23 16S ribosomal RNA gene, partial sequence",5898,0,1482,96.29,96.69,99.58,103.42,18.95,5896.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091187.1 Uncultured bacterium clone BAC_OTU_34 16S ribosomal RNA gene, partial sequence",72214,0,1525,99.87,100.0,99.87,100.0,207.7,72212.13,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091192.1 Uncultured bacterium clone BAC_OTU_39 16S ribosomal RNA gene, partial sequence",1844,0,1257,99.6,100.0,99.6,100.0,7.99,1842.46,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091203.1 Uncultured bacterium clone BAC_OTU_5 16S ribosomal RNA gene, partial sequence",11896,0,1476,84.76,85.09,99.6,117.52,38.73,11894.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091217.1 Uncultured bacterium clone BAC_OTU_63 16S ribosomal RNA gene, partial sequence",3252,0,1468,96.59,96.87,99.72,103.23,10.13,3250.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091218.1 Uncultured bacterium clone BAC_OTU_64 16S ribosomal RNA gene, partial sequence",2020,0,1521,73.24,73.57,99.55,135.92,6.51,2018.14,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091229.1 Uncultured bacterium clone BAC_OTU_75 16S ribosomal RNA gene, partial sequence",548,0,698,73.5,73.93,99.42,135.27,2.98,547.15,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091236.1 Uncultured bacterium clone BAC_OTU_81 16S ribosomal RNA gene, partial sequence",792,0,876,52.63,52.97,99.35,188.79,3.33,790.93,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091238.1 Uncultured bacterium clone BAC_OTU_83 16S ribosomal RNA gene, partial sequence",3994,0,861,90.13,90.13,100.0,110.95,23.6,3992.95,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091242.1 Uncultured bacterium clone BAC_OTU_87 16S ribosomal RNA gene, partial sequence",1084,0,1476,53.12,53.66,98.99,186.36,3.86,1082.19,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP091246.1 Uncultured bacterium clone BAC_OTU_92 16S ribosomal RNA gene, partial sequence",2196,0,1505,97.67,97.81,99.86,102.24,6.53,2194.16,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"170969|LC070971.1 Uncultured Nitrospirae bacterium gene for 16S ribosomal RNA, partial sequence, clone: gl288",450,0,374,80.21,80.21,100.0,124.67,7.22,449.54,1e-26,170969,Bacteria,unk_k,Nitrospirae,unk_c,unk_o,unk_f,unk_g,uncultured Nitrospirae bacterium
"212695|LC071046.1 Uncultured Flavobacteriia bacterium gene for 16S ribosomal RNA, partial sequence, clone: gl363",634,0,373,97.59,97.59,100.0,102.47,5.97,633.54,1e-26,212695,Bacteria,unk_k,Bacteroidota,Flavobacteriia,unk_o,unk_f,unk_g,uncultured Flavobacteriia bacterium
"411917|LC070819.1 Uncultured Planctomycetia bacterium gene for 16S ribosomal RNA, partial sequence, clone: gl136",216,0,379,77.57,77.57,100.0,128.91,3.1,215.54,1e-26,411917,Bacteria,unk_k,Planctomycetota,Planctomycetia,unk_o,unk_f,unk_g,uncultured Planctomycetia bacterium
"1645732|LC071295.1 Uncultured Ignavibacteria bacterium gene for 16S ribosomal RNA, partial sequence, clone: gl612",730,0,377,100.0,100.0,100.0,100.0,8.66,729.54,1e-26,1645732,Bacteria,unk_k,Ignavibacteriae,Ignavibacteria,unk_o,unk_f,unk_g,uncultured Ignavibacteria bacterium
"115547|KP204610.1 Uncultured archaeon clone 029_39_3_OB_S_0to5 16S ribosomal RNA gene, partial sequence",874,0,1396,91.4,91.91,99.45,108.81,2.98,872.29,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KP204637.1 Uncultured archaeon clone 037_4650_24_0to1 16S ribosomal RNA gene, partial sequence",728,0,1398,29.47,29.47,100.0,339.32,2.36,726.29,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KP204646.1 Uncultured archaeon clone 037_4650_24_16to19 16S ribosomal RNA gene, partial sequence",704,0,1397,46.53,46.67,99.69,214.26,2.08,702.29,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KP204648.1 Uncultured archaeon clone 091_4650_24_0to1 16S ribosomal RNA gene, partial sequence",1404,0,1397,72.66,72.66,100.0,137.64,4.51,1402.29,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KP204659.1 Uncultured archaeon clone 038_4650_24_0to1 16S ribosomal RNA gene, partial sequence",702,0,1397,35.86,35.86,100.0,278.84,2.25,700.29,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KP204662.1 Uncultured archaeon clone BR39_4_083_OB_S_55to60 16S ribosomal RNA gene, partial sequence",4744,0,1397,96.64,96.64,100.0,103.48,14.81,4742.29,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KP204665.1 Uncultured archaeon clone 038_39_3_OB_S_0to5 16S ribosomal RNA gene, partial sequence",1956,0,1397,78.74,78.74,100.0,127.0,6.64,1954.29,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"115547|KP204827.1 Uncultured archaeon clone 025_4650_24ss 16S ribosomal RNA gene, partial sequence",780,0,1438,48.05,48.96,98.15,204.26,2.71,778.24,1e-26,2157,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"28108|CP012202.1 Alteromonas macleodii strain HOT1A3, complete genome",2599622,1826,4652873,53.55,54.08,99.02,184.92,2.66,2594146.21,1e-26,28108,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii
"28108|CP012203.1 Alteromonas macleodii strain HOT1A3 plasmid pAM1A3, complete sequence",109326,60,148934,40.45,40.66,99.5,245.96,3.5,109144.07,1e-26,28108,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii
"358574|KT280505.1 Uncultured microorganism clone 5133BCaprE1p1F10 adenylylsulfate reductase alpha subunit (aprA) gene, partial cds",1186,0,397,95.72,97.98,97.69,102.06,13.97,1185.51,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KT280507.1 Uncultured microorganism clone 5133BCaprE1p1B10 adenylylsulfate reductase alpha subunit (aprA) gene, partial cds",296,0,397,88.66,91.94,96.44,108.77,4.62,295.51,1e-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KT280655.1 Uncultured bacterium clone 5133BC_bac_p1C08 16S ribosomal RNA gene, partial sequence",742,0,921,40.83,41.37,98.69,241.73,4.23,740.87,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280675.1 Uncultured bacterium clone 5133BC_bac_p1F01 16S ribosomal RNA gene, partial sequence",710,0,932,60.62,60.73,99.82,164.66,3.54,708.86,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280690.1 Uncultured bacterium clone 5133BC_bac_p1H02 16S ribosomal RNA gene, partial sequence",898,0,926,85.31,85.85,99.37,116.48,4.77,896.87,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280692.1 Uncultured bacterium clone 5133BC_bac_p1H05 16S ribosomal RNA gene, partial sequence",922,0,956,82.22,83.05,98.99,120.4,4.71,920.83,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280765.1 Uncultured bacterium clone 5133BC_anme2c_F_bac_P1B10 16S ribosomal RNA gene, partial sequence",536,0,983,50.46,52.49,96.12,190.5,2.44,534.8,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KT280766.1 Uncultured bacterium clone 5133BC_anme2c_F_bac_P1B11 16S ribosomal RNA gene, partial sequence",816,0,979,40.45,40.45,100.0,247.22,4.01,814.8,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280810.1 Uncultured bacterium clone 5133BC-anme2c-F-bacA10 16S ribosomal RNA gene, partial sequence",968,0,910,88.24,88.35,99.88,113.18,5.26,966.89,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280816.1 Uncultured bacterium clone 5133BC-anme2c-F-bacG11 16S ribosomal RNA gene, partial sequence",1064,0,823,79.59,79.83,99.7,125.27,6.56,1062.99,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280820.1 Uncultured bacterium clone 5133BC-anme2c-F-bacA12 16S ribosomal RNA gene, partial sequence",332,0,657,53.12,53.42,99.43,187.18,2.28,331.2,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280824.1 Uncultured bacterium clone 5133Bulk-F-bacC5 16S ribosomal RNA gene, partial sequence",894,0,916,57.53,57.53,100.0,173.81,3.93,892.88,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280829.1 Uncultured bacterium clone 5133Bulk-F-bacH3 16S ribosomal RNA gene, partial sequence",1014,0,867,61.94,61.94,100.0,161.45,5.17,1012.94,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280854.1 Uncultured bacterium clone 5133Bulk-F-bacH2 16S ribosomal RNA gene, partial sequence",978,0,923,77.46,77.68,99.72,128.73,5.2,976.87,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280877.1 Uncultured bacterium clone 5133Bulk-F-bacB5 16S ribosomal RNA gene, partial sequence",1842,0,841,90.49,91.56,98.83,109.22,9.63,1840.97,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KT280881.1 Uncultured bacterium clone 5133Bulk-F-bacA2 16S ribosomal RNA gene, partial sequence",1404,0,936,94.87,95.19,99.66,105.05,6.93,1402.85,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|KU543795.1 Uncultured bacterium clone TE_060101_060102_Contig_7 genomic sequence,1434,0,1763,60.64,61.26,98.98,163.24,3.66,1431.84,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
77133|KU547613.1 Uncultured bacterium clone CL_08H_000_Contig_2 genomic sequence,2930,1,2532,85.7,86.33,99.27,115.83,6.72,2926.9,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"2743|KT877013.1 Marinobacter hydrocarbonoclasticus strain NY-4 nitrite reductase (nirS) gene, complete cds",1956,0,1725,98.26,98.78,99.47,101.23,4.66,1953.89,1e-26,2743,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus
"2743|KT877017.1 Marinobacter hydrocarbonoclasticus strain NY-4 nitrate reductase A subunit gamma (narI) gene, complete cds",358,0,681,56.98,58.59,97.24,170.68,2.32,357.17,1e-26,2742,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,
"2743|KT877021.1 Marinobacter hydrocarbonoclasticus strain NY-4 nitrite reductase (NAD(P)H) large subunit (nirB) gene, complete cds",1518,1,2514,41.69,42.4,98.31,235.83,2.96,1514.92,1e-26,2742,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,
"2743|KT877023.1 Marinobacter hydrocarbonoclasticus strain NY-4 heme d1 biosynthesis protein NirF (nirF) gene, complete cds",1440,0,1203,86.45,86.53,99.9,115.56,4.96,1438.53,1e-26,2743,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus
"2743|KT877025.1 Marinobacter hydrocarbonoclasticus strain NY-4 heme d1 biosynthesis protein NirH (nirH) gene, complete cds",474,0,522,72.8,73.18,99.48,136.65,3.31,473.36,1e-26,2743,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus
"2743|KT877026.1 Marinobacter hydrocarbonoclasticus strain NY-4 heme d1 biosynthesis protein NirL (nirL) gene, complete cds",764,0,537,79.52,80.45,98.84,124.31,5.51,763.34,1e-26,2743,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus
"2743|KT877030.1 Marinobacter hydrocarbonoclasticus strain NY-4 denitrification regulatory protein NorQ (norQ) gene, complete cds",916,0,783,90.17,91.19,98.88,109.66,5.75,915.04,1e-26,2743,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus
"2743|KT877033.1 Marinobacter hydrocarbonoclasticus strain NY-4 nitrous-oxide reductase transcriptional activator NosR (nosR) gene, complete cds",2568,0,2109,83.55,83.74,99.77,119.42,4.83,2565.42,1e-26,2743,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter nauticus
"77133|KU615918.1 Uncultured bacterium clone denovo1052 16S ribosomal RNA gene, partial sequence",280,0,498,58.03,60.24,96.33,166.0,3.01,279.39,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KU620458.1 Uncultured bacterium clone denovo17240 16S ribosomal RNA gene, partial sequence",290,0,499,74.35,75.75,98.15,132.01,2.31,289.39,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KU621274.1 Uncultured bacterium clone denovo18487 16S ribosomal RNA gene, partial sequence",340,0,508,58.07,59.06,98.33,169.33,3.54,339.38,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KU621582.1 Uncultured bacterium clone denovo18981 16S ribosomal RNA gene, partial sequence",296,0,497,59.96,60.36,99.33,165.67,2.41,295.39,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KU622466.1 Uncultured bacterium clone denovo20360 16S ribosomal RNA gene, partial sequence",424,0,510,94.12,94.9,99.17,105.37,3.4,423.38,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KU628450.1 Uncultured bacterium clone denovo29265 16S ribosomal RNA gene, partial sequence",276,0,512,70.12,71.29,98.36,140.27,2.28,275.37,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KU628463.1 Uncultured bacterium clone denovo29281 16S ribosomal RNA gene, partial sequence",452,0,517,24.56,25.53,96.21,391.67,2.25,451.37,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KU631631.1 Uncultured bacterium clone denovo34169 16S ribosomal RNA gene, partial sequence",342,0,515,57.28,57.48,99.66,173.99,2.91,341.37,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KU632415.1 Uncultured bacterium clone denovo35334 16S ribosomal RNA gene, partial sequence",302,0,493,70.39,72.21,97.47,138.48,3.37,301.4,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KU633580.1 Uncultured bacterium clone denovo37067 16S ribosomal RNA gene, partial sequence",258,0,500,60.0,60.0,100.0,166.67,1.8,257.39,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KU636239.1 Uncultured bacterium clone denovo4991 16S ribosomal RNA gene, partial sequence",508,0,498,79.92,80.92,98.76,123.57,4.72,507.39,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KU638676.1 Uncultured bacterium clone denovo8631 16S ribosomal RNA gene, partial sequence",300,0,521,92.13,93.28,98.77,107.2,2.82,299.36,1e-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"115547|LC140360.1 Uncultured archaeon amoA gene for putative ammonia monooxygenase subunit A, partial cds, clone: MnTk14A_48",410,0,635,69.45,69.76,99.55,143.34,2.49,409.22,1e-26,115547,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured archaeon
"991135|KR048253.1 Uncultured candidate division NC10 bacterium clone SCPS-0-21 16S ribosomal RNA gene, partial sequence",598,0,416,72.12,72.12,100.0,138.67,6.04,597.49,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KR048270.1 Uncultured candidate division NC10 bacterium clone SCPS-20-15 16S ribosomal RNA gene, partial sequence",362,0,416,92.07,92.55,99.48,108.05,3.95,361.49,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683594.1 Uncultured candidate division NC10 bacterium clone MS1-21 16S ribosomal RNA gene, partial sequence",2156,0,410,97.32,99.76,97.56,100.24,25.95,2155.5,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KU683632.1 Uncultured candidate division NC10 bacterium clone CS1-28 16S ribosomal RNA gene, partial sequence",282,0,410,66.1,70.24,94.1,142.36,3.16,281.5,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,,
"991135|KU683647.1 Uncultured candidate division NC10 bacterium clone CS2-23 16S ribosomal RNA gene, partial sequence",346,0,410,79.51,82.2,96.74,121.66,3.56,345.5,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KU683679.1 Uncultured candidate division NC10 bacterium clone LS1-23 16S ribosomal RNA gene, partial sequence",440,0,410,76.1,76.34,99.68,130.99,4.76,439.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
"991135|KU683680.1 Uncultured candidate division NC10 bacterium clone LS1-24 16S ribosomal RNA gene, partial sequence",696,0,410,94.88,96.59,98.23,103.54,6.15,695.5,1e-26,640293,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,
"991135|KU683682.1 Uncultured candidate division NC10 bacterium clone LS1-26 16S ribosomal RNA gene, partial sequence",754,0,410,99.27,100.0,99.27,100.0,7.8,753.5,1e-26,991135,Bacteria,unk_k,candidate division NC10,unk_c,unk_o,unk_f,unk_g,uncultured candidate division NC10 bacterium
