Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"175243|HQ871913.1 Uncultured Ascomycota clone UAP7754 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",522,1,401,81.8,83.04,98.5,120.42,6,518.8,1.00E-26,175243,Eukaryota,Fungi,Ascomycota,unk_c,unk_o,unk_f,unk_g,uncultured Ascomycota
"155900|KP814584.1 Uncultured organism clone MC118_11-13cm_M36_4 methyl coenzyme M reductase (mcrA) gene, partial cds",630,1,438,72.83,74.89,97.26,133.54,5.33,626.51,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"77133|KP814630.1 Uncultured bacterium clone MC118_11-13_bac51 16S ribosomal RNA gene, partial sequence",1692,3,1488,87.57,88.31,99.16,113.24,5.23,1680.15,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KP814635.1 Uncultured bacterium clone MC118_400_bac37 16S ribosomal RNA gene, partial sequence",6964,4,1511,92.19,92.26,99.93,108.39,24.19,6951.94,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1648051|LN846330.1 Marinobacterium sp. AK66 partial 16S rRNA gene, strain AK66",3966,3,1485,62.22,62.42,99.68,160.19,12.68,3954.15,1.00E-26,1648051,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium sp. AK66
"171953|KT336048.1 Uncultured Acidobacteria bacterium clone P10 16S ribosomal RNA gene, partial sequence",1140,3,1483,91.44,91.57,99.85,109.2,3.72,1128.21,1.00E-26,171953,Bacteria,unk_k,Acidobacteria,unk_c,unk_o,unk_f,unk_g,uncultured Acidobacteria bacterium
"154336|KT336074.1 Uncultured Colwellia sp. clone F01 16S ribosomal RNA gene, partial sequence",986,3,1483,74.31,75.39,98.57,132.65,3.58,974.21,1.00E-26,154336,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,uncultured Colwellia sp.
"152507|KT336098.1 Uncultured actinobacterium clone P16 16S ribosomal RNA gene, partial sequence",1452,3,1483,89.48,89.48,100,111.76,4.86,1440.19,1.00E-26,152507,Bacteria,unk_k,Actinobacteria,Actinomycetia,unk_o,unk_f,unk_g,uncultured actinobacterium
"77133|KM396675.1 Uncultured bacterium clone EWS_22 16S ribosomal RNA gene, partial sequence",942,3,1398,73.75,74.03,99.61,135.07,3.22,930.89,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM396682.1 Uncultured bacterium clone EWS_29 16S ribosomal RNA gene, partial sequence",1626,3,1379,52.21,52.5,99.45,190.47,5.87,1615.02,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM396690.1 Uncultured bacterium clone EWS_37 16S ribosomal RNA gene, partial sequence",1720,3,1361,89.13,90.08,98.94,111.01,6.26,1709.16,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"502366|KM407827.1 Idiomarina marina culture-collection MCCC:1A04068 F1 sector of membrane-bound ATP synthase beta subunit (atpD) gene, partial cds",1570,1,738,94.85,94.85,100,105.43,9.93,1564.11,1.00E-26,502366,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,Pseudidiomarina marina
"502366|KM407881.1 Idiomarina marina culture-collection MCCC:1A05626 DNA gyrase subunit B (gyrb) gene, partial cds",554,1,687,94.91,94.91,100,105.37,4,548.54,1.00E-26,502366,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,Pseudidiomarina marina
"502366|KM407983.1 Idiomarina marina culture-collection MCCC:1A05626 RNA polymerase sigma 70 (sigma D) factor (rpoD) gene, partial cds",1208,2,753,100,100,100,100,5.9,1202,1.00E-26,502366,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,Pseudidiomarina marina
"86102|KM408011.1 Idiomarina abyssalis culture-collection MCCC:1A05090 RNA polymerase sigma 70 (sigma D) factor (rpoD) gene, partial cds",636,1,738,89.57,90.51,98.95,110.48,3.78,630.13,1.00E-26,86102,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina abyssalis
"1705913|KT276394.1 Vibrio sp. sw0106-16 16S ribosomal RNA gene, partial sequence",870,4,1514,29.79,29.92,99.56,334.22,2.58,857.98,1.00E-26,1705913,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. sw0106-16
"1096243|KM408067.1 Idiomarina sp. TPS4-2 culture-collection MCCC:1A02024 RNA polymerase sigma 70 (sigma D) factor (rpoD) gene, partial cds",564,1,741,100,100,100,100,3.44,558.11,1.00E-26,1096243,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina piscisalsi
"77133|KR825028.1 Uncultured bacterium clone JS2_10 16S ribosomal RNA gene, partial sequence",1894,3,1498,88.45,88.72,99.7,112.72,5.22,1882.06,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KR825098.1 Uncultured bacterium clone JS5_389 16S ribosomal RNA gene, partial sequence",1382,3,1497,73.88,74.08,99.73,134.99,3.74,1370.09,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KR825107.1 Uncultured bacterium clone JS5_421 16S ribosomal RNA gene, partial sequence",798,4,1526,62.98,63.76,98.77,156.83,2.62,785.89,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KR825129.1 Uncultured bacterium clone JS5_513 16S ribosomal RNA gene, partial sequence",1604,3,1501,52.1,52.3,99.62,191.21,5.36,1592.05,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KR825138.1 Uncultured bacterium clone JS5_525 16S ribosomal RNA gene, partial sequence",3248,4,1513,64.64,65.17,99.19,153.45,10.16,3235.93,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KR825171.1 Uncultured bacterium clone JS5_260 16S ribosomal RNA gene, partial sequence",1016,1,749,88.65,88.79,99.85,112.63,5.87,1010.03,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KR825179.1 Uncultured bacterium clone JS5_304 16S ribosomal RNA gene, partial sequence",4606,1,634,59.31,59.31,100,168.62,25.62,4600.94,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"191625|KR267657.1 Uncultured Alteromonadaceae bacterium clone 124 16S ribosomal RNA gene, partial sequence",150,0,300,79,80.33,98.34,124.48,2.37,147.62,1.00E-26,72275,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,unk_g,
"166587|KR813897.1 Uncultured Chloroflexi bacterium clone CH4-DNA-16S-P1-24 16S ribosomal RNA gene, partial sequence",572,2,893,63.16,63.27,99.82,158.05,2.31,564.9,1.00E-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"152507|KR813904.1 Uncultured actinobacterium clone CH4-DNA-16S-P1-36 16S ribosomal RNA gene, partial sequence",502,2,804,64.8,64.8,100,154.32,3.09,495.61,1.00E-26,152507,Bacteria,unk_k,Actinobacteria,Actinomycetia,unk_o,unk_f,unk_g,uncultured actinobacterium
"86473|KR813936.1 Uncultured gamma proteobacterium clone CH4-DNA-16S-P1-88 16S ribosomal RNA gene, partial sequence",1048,2,825,74.3,75.52,98.39,132.42,5.06,1041.43,1.00E-26,1236,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,
"152507|KR813944.1 Uncultured actinobacterium clone Ar-DNA-16S-P1-07 16S ribosomal RNA gene, partial sequence",754,2,887,99.55,99.66,99.89,100.34,3.6,746.94,1.00E-26,152507,Bacteria,unk_k,Actinobacteria,Actinomycetia,unk_o,unk_f,unk_g,uncultured actinobacterium
"86473|KR813945.1 Uncultured gamma proteobacterium clone Ar-DNA-16S-P1-08 16S ribosomal RNA gene, partial sequence",856,2,859,42.14,42.14,100,237.29,4.56,849.16,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"152507|KR813961.1 Uncultured actinobacterium clone Ar-DNA-16S-P1-35 16S ribosomal RNA gene, partial sequence",732,2,867,75.89,75.89,100,131.76,3.11,725.1,1.00E-26,152507,Bacteria,unk_k,Actinobacteria,Actinomycetia,unk_o,unk_f,unk_g,uncultured actinobacterium
"120858|KR813965.1 Uncultured Epsilonproteobacteria bacterium clone Ar-DNA-16S-P1-41 16S ribosomal RNA gene, partial sequence",3776,2,865,57.23,57.23,100,174.75,20.44,3769.09,1.00E-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"166587|KR813976.1 Uncultured Chloroflexi bacterium clone Ar-DNA-16S-P1-58 16S ribosomal RNA gene, partial sequence",816,2,811,56.35,56.47,99.78,177.07,4.41,809.54,1.00E-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"86473|KR813981.1 Uncultured gamma proteobacterium clone Ar-DNA-16S-P1-63 16S ribosomal RNA gene, partial sequence",2172,2,874,99.08,100,99.08,100,11.76,2165.03,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"460511|KR813992.1 Uncultured Spirochaetes bacterium clone Ar-DNA-16S-P1-77 16S ribosomal RNA gene, partial sequence",466,2,850,47.18,47.18,100,211.97,2.32,459.25,1.00E-26,460511,Bacteria,unk_k,Spirochaetes,unk_c,unk_o,unk_f,unk_g,uncultured Spirochaetes bacterium
"86473|KR814024.1 Uncultured gamma proteobacterium clone CH4-cDNA-16S-P1-43 16S ribosomal RNA gene, partial sequence",1920,2,827,69.89,70.13,99.66,142.59,12.33,1913.4,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"120858|KR814035.1 Uncultured Epsilonproteobacteria bacterium clone CH4-cDNA-16S-P1-67 16S ribosomal RNA gene, partial sequence",584,2,824,87.14,87.5,99.58,114.29,3.41,577.45,1.00E-26,120858,Bacteria,unk_k,Proteobacteria,Epsilonproteobacteria,unk_o,unk_f,unk_g,uncultured Epsilonproteobacteria bacterium
"86473|KR814036.1 Uncultured gamma proteobacterium clone CH4-cDNA-16S-P1-73 16S ribosomal RNA gene, partial sequence",1268,2,771,50.45,50.58,99.74,197.69,5.96,1261.85,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"166587|KR814038.1 Uncultured Chloroflexi bacterium clone CH4-cDNA-16S-P1-75 16S ribosomal RNA gene, partial sequence",630,2,853,69.75,69.87,99.83,143.12,3.35,623.22,1.00E-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"34034|KR814058.1 Uncultured delta proteobacterium clone CH4-DNA-16S-P1-34 16S ribosomal RNA gene, partial sequence",938,2,899,75.08,75.08,100,133.19,4.34,930.84,1.00E-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"86473|KR814062.1 Uncultured gamma proteobacterium clone Ar-cDNA-16S-P1-24 16S ribosomal RNA gene, partial sequence",6522,2,843,81.14,81.26,99.85,123.07,33.07,6515.27,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"152509|KR814071.1 Uncultured Bacteroidetes bacterium clone Ar-cDNA-16S-P1-39 16S ribosomal RNA gene, partial sequence",492,2,846,62.41,62.41,100,160.23,2.48,485.28,1.00E-26,152509,Bacteria,unk_k,Bacteroidota,unk_c,unk_o,unk_f,unk_g,uncultured Bacteroidetes bacterium
"86473|KR814073.1 Uncultured gamma proteobacterium clone Ar-cDNA-16S-P1-42 16S ribosomal RNA gene, partial sequence",730,2,861,59.23,59.35,99.8,168.49,3.48,723.15,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"120965|KR814080.1 Uncultured planctomycete clone Ar-cDNA-16S-P1-57 16S ribosomal RNA gene, partial sequence",444,2,801,83.52,84.27,99.11,118.67,3,437.64,1.00E-26,120965,Bacteria,unk_k,Planctomycetota,unk_c,unk_o,unk_f,unk_g,uncultured planctomycete
"166587|KR814081.1 Uncultured Chloroflexi bacterium clone Ar-cDNA-16S-P1-58 16S ribosomal RNA gene, partial sequence",464,2,856,73.25,74.07,98.9,135.02,2.43,457.21,1.00E-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"166587|KR814090.1 Uncultured Chloroflexi bacterium clone Ar-cDNA-16S-P1-77 16S ribosomal RNA gene, partial sequence",640,2,830,99.04,99.76,99.28,100.24,4.22,633.4,1.00E-26,166587,Bacteria,unk_k,Chloroflexi,unk_c,unk_o,unk_f,unk_g,uncultured Chloroflexi bacterium
"86473|KR814120.1 Uncultured gamma proteobacterium clone CH4-DNA-16S-Pm-47 16S ribosomal RNA gene, partial sequence",3482,2,814,99.75,100,99.75,100,18.13,3475.5,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"293402|KR814172.1 Uncultured Desulfobulbaceae bacterium clone CH4-cDNA-16S-P1-22 16S ribosomal RNA gene, partial sequence",2112,4,1518,64.62,64.76,99.8,154.43,6.51,2099.9,1.00E-26,293402,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,unk_g,uncultured Desulfobulbaceae bacterium
"218296|KR814190.1 Uncultured Desulfobacteraceae bacterium clone CH4-cDNA-16S-P1-62 16S ribosomal RNA gene, partial sequence",1066,4,1530,68.89,68.95,99.91,145.02,3.04,1053.84,1.00E-26,218296,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,unk_g,uncultured Desulfobacteraceae bacterium
"293402|KR814200.1 Uncultured Desulfobulbaceae bacterium clone CH4-cDNA-16S-P1-82 16S ribosomal RNA gene, partial sequence",2304,4,1520,88.62,89.28,99.26,112.01,6.69,2291.88,1.00E-26,293402,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,unk_g,uncultured Desulfobulbaceae bacterium
"293402|KR814211.1 Uncultured Desulfobulbaceae bacterium clone CH4-cDNA-16S-Pm-02 16S ribosomal RNA gene, partial sequence",11236,4,1522,97.17,97.24,99.93,102.84,32.34,11223.85,1.00E-26,293402,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,unk_g,uncultured Desulfobulbaceae bacterium
"293402|KR814212.1 Uncultured Desulfobulbaceae bacterium clone CH4-cDNA-16S-Pm-03 16S ribosomal RNA gene, partial sequence",4778,4,1513,96.43,96.5,99.93,103.63,13.74,4765.93,1.00E-26,293402,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,unk_g,uncultured Desulfobulbaceae bacterium
"293402|KR814221.1 Uncultured Desulfobulbaceae bacterium clone CH4-cDNA-16S-Pm-19 16S ribosomal RNA gene, partial sequence",3972,4,1523,98.23,98.75,99.47,101.26,13.86,3959.85,1.00E-26,293402,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,unk_g,uncultured Desulfobulbaceae bacterium
"34034|KR814229.1 Uncultured delta proteobacterium clone Ar-DNA-16S-P1-34 16S ribosomal RNA gene, partial sequence",806,3,1493,83.19,84.06,98.96,118.96,2.73,794.15,1.00E-26,34034,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,unk_o,unk_f,unk_g,uncultured delta proteobacterium
"293402|KR814235.1 Uncultured Desulfobulbaceae bacterium clone Ar-DNA-16S-P1-75 16S ribosomal RNA gene, partial sequence",858,4,1520,55.86,56.12,99.53,178.19,2.61,845.93,1.00E-26,293402,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,unk_g,uncultured Desulfobulbaceae bacterium
"293402|KR814245.1 Uncultured Desulfobulbaceae bacterium clone Ar-cDNA-16S-P1-09 16S ribosomal RNA gene, partial sequence",868,3,1498,69.23,69.49,99.62,143.9,2.8,856.1,1.00E-26,293402,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,unk_g,uncultured Desulfobulbaceae bacterium
"246132|KR814252.1 Uncultured Desulfobacterales bacterium clone Ar-cDNA-16S-P1-41 16S ribosomal RNA gene, partial sequence",776,4,1526,95.28,96.72,98.51,103.39,2.66,763.89,1.00E-26,246132,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,unk_f,unk_g,uncultured Desulfobacterales bacterium
"293402|KR814266.1 Uncultured Desulfobulbaceae bacterium clone Ar-cDNA-16S-P1-79 16S ribosomal RNA gene, partial sequence",3604,4,1519,95.19,95.66,99.52,104.54,11.1,3591.88,1.00E-26,293402,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,unk_g,uncultured Desulfobulbaceae bacterium
"293402|KR814267.1 Uncultured Desulfobulbaceae bacterium clone Ar-cDNA-16S-P1-83 16S ribosomal RNA gene, partial sequence",1496,4,1521,63.25,64.04,98.77,156.16,5.02,1483.89,1.00E-26,293402,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,unk_g,uncultured Desulfobulbaceae bacterium
"246132|KR814281.1 Uncultured Desulfobacterales bacterium clone Ar-cDNA-16S-Pm-69 16S ribosomal RNA gene, partial sequence",14764,3,1500,99.87,100,99.87,100,47.2,14752.02,1.00E-26,246132,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,unk_f,unk_g,uncultured Desulfobacterales bacterium
"218296|KR814283.1 Uncultured Desulfobacteraceae bacterium clone CH4-cDNA-16S-P1-21 16S ribosomal RNA gene, partial sequence",11936,4,1530,90.07,90.13,99.93,110.95,36.22,11923.78,1.00E-26,218296,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,unk_g,uncultured Desulfobacteraceae bacterium
"218296|KR814285.1 Uncultured Desulfobacteraceae bacterium clone Ar-cDNA-16S-P1-69 16S ribosomal RNA gene, partial sequence",1578,4,1540,49.68,49.81,99.74,200.78,4.39,1565.74,1.00E-26,218296,Bacteria,unk_k,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,unk_g,uncultured Desulfobacteraceae bacterium
"77133|KM203414.1 Uncultured bacterium clone Plate6_4662_0_2_16S_BAC_E10Full 16S ribosomal RNA gene, partial sequence",2662,3,1200,52.5,52.5,100,190.48,9.99,2652.43,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM203419.1 Uncultured bacterium clone Plate6_4662_0_2_16S_BAC_B8Full 16S ribosomal RNA gene, partial sequence",1222,3,1200,66.5,66.5,100,150.38,5,1212.45,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM203441.1 Uncultured bacterium clone Plate6_4662_0_2_16S_BAC_D1Full 16S ribosomal RNA gene, partial sequence",1074,3,1200,61,61.17,99.73,163.49,4.74,1064.45,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM203449.1 Uncultured bacterium clone Plate6_4662_0_2_16S_BAC_F1Full 16S ribosomal RNA gene, partial sequence",820,3,1200,48.25,48.25,100,207.25,3.48,810.46,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"77133|KM203553.1 Uncultured bacterium clone Plate5_4664_0_2_16S_BAC_F9Full 16S ribosomal RNA gene, partial sequence",846,3,1200,91.83,92.42,99.37,108.21,3.5,836.46,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"165436|KM461881.1 Uncultured Flavobacteriaceae bacterium clone ST070950.E5 16S ribosomal RNA gene, partial sequence",372,1,509,57.56,58.55,98.32,170.81,3.25,367.95,1.00E-26,49546,Bacteria,unk_k,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unk_g,
"86473|LC087514.1 Uncultured gamma proteobacterium gene for 16S rRNA, partial sequence, clone: JT_stE_7500m_126",192,0,375,92.53,93.07,99.43,107.45,2.98,189.02,1.00E-26,86473,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,unk_o,unk_f,unk_g,uncultured Gammaproteobacteria bacterium
"502366|KM502344.1 Idiomarina marina strain MCCC 1A05626 molecular chaperone DnaK (dnaK) gene, partial cds",704,1,600,95.33,95.5,99.83,104.71,4.02,699.22,1.00E-26,502366,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,Pseudidiomarina marina
"86102|KM502473.1 Idiomarina abyssalis strain MCCC 1A05090 elongation factor G (fusA) gene, partial cds",502,1,735,81.77,81.9,99.83,122.09,2.33,496.16,1.00E-26,86102,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina abyssalis
"502366|KM502492.1 Idiomarina marina strain MCCC 1A03112 elongation factor G (fusA) gene, partial cds",1370,1,735,99.86,100,99.86,100,7.21,1364.14,1.00E-26,502366,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,Pseudidiomarina marina
"663|KT036621.1 Vibrio alginolyticus strain PE2 RNA polymerase S-70 factor (rpoD) gene, partial cds",2468,2,907,56.01,56.01,100,178.54,11.9,2460.76,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"77133|KP949011.1 Uncultured bacterium clone I3Q1XXJ01AR28C 16S ribosomal RNA gene, partial sequence",268,1,465,63.66,64.52,98.67,155,2.58,264.31,1.00E-26,77133,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured bacterium
"1759467|KT720451.1 Marinobacterium sp. AC122-M2 16S ribosomal RNA gene, partial sequence",1848,2,781,61.97,62.23,99.59,160.7,10.33,1841.77,1.00E-26,1759467,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium sp. AC122-M2
"663|KT194115.1 Vibrio alginolyticus voucher Va2010-224 ToxR (toxR) gene, partial cds",9666,1,531,100,100,100,100,70.43,9661.76,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"663|KT224383.1 Vibrio alginolyticus strain 129-63 Amy63 gene, complete cds",804,4,1524,70.93,72.57,97.74,137.79,2.93,791.91,1.00E-26,662,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
"663|CP013484.1 Vibrio alginolyticus strain ATCC 33787 chromosome I, complete sequence",31146968,8331,3362673,77.97,78.66,99.12,127.12,41.35,31121983.15,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"663|CP013485.1 Vibrio alginolyticus strain ATCC 33787 chromosome II, complete sequence",9358524,4827,1851538,67.01,67.82,98.8,147.44,22.93,9344050.48,1.00E-26,663,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus
"358574|KR812839.1 Uncultured microorganism clone Ar-cDNA-aprA-20 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",1544,1,389,97.69,100,97.69,100,24.01,1540.89,1.00E-26,,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,
"358574|KR812847.1 Uncultured microorganism clone Ar-cDNA-aprA-28 adenosine-5'-phosphosulfate reductase alpha subunit (aprA) mRNA, partial cds",704,1,389,98.46,100,98.46,100,9.38,700.9,1.00E-26,358574,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured microorganism
